0,9377896466,0
1,12888430193,250
2,9377896466,0
3,41567236069,60
4,9377896466,0
5,9377896466,0
6,9377896466,0
7,9377896466,0
8,15409875922,400
9,9377896466,0
10,9377896466,0
11,9377896466,0
12,9377896466,0
13,9377896466,0
14,9377896466,0
15,9377896466,0
16,15409875922,400
17,9377896466,0
18,104934888157,320
19,67164262233,220
20,41567236069,60
21,9377896466,0
22,41567236069,60
23,1238031012,14940
24,1587593037,6500
25,9377896466,0
26,67164262233,220
27,9377896466,0
28,41567236069,60
29,41965868646,30
30,9377896466,0
31,9377896466,0
32,9377896466,0
33,41965868646,30
34,7636972620,5500
35,41965868646,30
36,456452798707,90
37,9377896466,0
38,14473511860,120
39,2856631440,6590
40,9377896466,0
41,41965868646,30
42,9377896466,0
43,9377896466,0
44,3337211534,5680
45,12315742169,8790
46,9995719235,2260
47,12888430193,250
48,9377896466,0
49,41965868646,30
50,41965868646,30
51,41567236069,60
52,9377896466,0
53,9377896466,0
54,9377896466,0
55,9377896466,0
56,1740345977,3480
57,41567236069,60
58,10808574915,3980
59,9377896466,0
60,51879530088,300
61,41965868646,30
62,104589572405,100
63,9377896466,0
64,1961355802,5710
65,5219283648,200
66,9377896466,0
67,9377896466,0
68,63740497989,190
69,3850372748,8090
70,743029005,7230
71,9377896466,0
72,9377896466,0
73,5735656424,11190
74,51879530088,300
75,9377896466,0
76,2999273293,10190
77,9377896466,0
78,9377896466,0
79,5091684980,11930
80,9377896466,0
81,3966609657,8230
82,5689886891,6650
83,63740497989,190
84,41965868646,30
85,9377896466,0
86,9377896466,0
87,41965868646,30
88,9377896466,0
89,9377896466,0
90,41965868646,30
91,6856713489,8210
92,9377896466,0
93,104589572405,100
94,4042060057,8910
95,9377896466,0
96,41965868646,30
97,9377896466,0
98,41965868646,30
99,385027613218,550
100,1770617399,6170
101,5219283648,200
102,9377896466,0
103,9377896466,0
104,9377896466,0
105,9377896466,0
106,9377896466,0
107,1691573143,15790
108,1568994984,3640
109,41965868646,30
110,9377896466,0
111,3380969389,8960
112,456452798707,90
113,9377896466,0
114,41567236069,60
115,12888430193,250
116,104589572405,100
117,9377896466,0
118,9377896466,0
119,9377896466,0
120,9377896466,0
121,41965868646,30
122,7943335632,8190
123,9377896466,0
124,12888430193,250
125,8484505197,6240
126,41965868646,30
127,9377896466,0
128,14473511860,120
129,104589572405,100
130,104589572405,100
131,41965868646,30
132,9377896466,0
133,41567236069,60
134,247925131900,390
135,47245556220,230
136,9377896466,0
137,41965868646,30
138,41965868646,30
139,41965868646,30
140,9377896466,0
141,456452798707,90
142,1185402874,19680
143,15409875922,400
144,6550353787,11010
145,9377896466,0
146,9377896466,0
147,9377896466,0
148,9377896466,0
149,41567236069,60
150,41965868646,30
151,41567236069,60
152,9377896466,0
153,37902054442,500
154,41567236069,60
155,4808549206,9100
156,9377896466,0
157,9377896466,0
158,9377896466,0
159,456452798707,90
160,9377896466,0
161,9377896466,0
162,1030342567,16710
163,9377896466,0
164,5219283648,200
165,609779328323,620
166,2371290983,3330
167,5219283648,200
168,104589572405,100
169,9377896466,0
170,9377896466,0
171,9377896466,0
172,41965868646,30
173,9377896466,0
174,456452798707,90
175,9377896466,0
176,9377896466,0
177,9377896466,0
178,9377896466,0
179,9377896466,0
180,104589572405,100
181,9377896466,0
182,9377896466,0
183,9377896466,0
184,9377896466,0
185,9377896466,0
186,9377896466,0
187,9377896466,0
188,9377896466,0
189,9377896466,0
190,9377896466,0
191,9377896466,0
192,41965868646,30
193,9377896466,0
194,1051976429,4400
195,9377896466,0
196,41965868646,30
197,41567236069,60
198,9377896466,0
199,26691258919,130
200,104934888157,320
201,14473511860,120
202,9377896466,0
203,9377896466,0
204,9377896466,0
205,9377896466,0
206,2230875966,3990
207,456452798707,90
208,2664240510,4550
209,26691258919,130
210,41965868646,30
211,9377896466,0
212,10669200092,8240
213,233552903585,2530
214,9377896466,0
215,9377896466,0
216,9377896466,0
217,9377896466,0
218,104589572405,100
219,9377896466,0
220,9377896466,0
221,9377896466,0
222,41567236069,60
223,9377896466,0
224,2219466743,12560
225,9377896466,0
226,9377896466,0
227,9377896466,0
228,5219283648,200
229,9377896466,0
230,9377896466,0
231,104589572405,100
232,9377896466,0
233,456452798707,90
234,1827809363,6420
235,2364205678,15750
236,41567236069,60
237,1056426690,17550
238,9377896466,0
239,41965868646,30
240,2586122095,4080
241,9377896466,0
242,9377896466,0
243,9377896466,0
244,9377896466,0
245,14473511860,120
246,9377896466,0
247,9377896466,0
248,47245556220,230
249,9377896466,0
250,41965868646,30
251,41965868646,30
252,9377896466,0
253,9377896466,0
254,9377896466,0
255,9377896466,0
256,9377896466,0
257,9377896466,0
258,746148135,13080
259,104589572405,100
260,3618612698,2450
261,9377896466,0
262,9377896466,0
263,41965868646,30
264,9377896466,0
265,383645303,26950
266,9377896466,0
267,41567236069,60
268,41965868646,30
269,41567236069,60
270,6654496206,1070
